"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Comparison","Mark"
"GO:0030224","BP","GO:0030224","monocyte differentiation","3/100","32/28943",0.000184552480784785,0.00482556170809901,0.00339249380190535,"Mef2c/Sp3/Jun",3,"HPPvsSTR","H3K27me3"
"GO:0043372","BP","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","3/100","32/28943",0.000184552480784785,0.00482556170809901,0.00339249380190535,"Nckap1l/Malt1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0071875","BP","GO:0071875","adrenergic receptor signaling pathway","3/100","32/28943",0.000184552480784785,0.00482556170809901,0.00339249380190535,"Arrdc3/Adrb2/Akap13",3,"HPPvsSTR","H3K27me3"
"GO:0003231","BP","GO:0003231","cardiac ventricle development","5/100","152/28943",0.000188486509769496,0.0048770884402857,0.00342871841784642,"Cited2/Prdm1/Mef2c/Chd7/Sall1",5,"HPPvsSTR","H3K27me3"
"GO:0007265","BP","GO:0007265","Ras protein signal transduction","7/100","344/28943",0.000195924939639256,0.0050172943305558,0.00352728675921353,"Dock2/Psd4/Usp8/Abca1/Jun/Arhgap24/Akap13",7,"HPPvsSTR","H3K27me3"
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","7/100","346/28943",0.000202972918500148,0.00509873777527243,0.00358454359232857,"Trib1/Parp14/Samsn1/Lyn/Jun/Il6/Ubash3b",7,"HPPvsSTR","H3K27me3"
"GO:0006836","BP","GO:0006836","neurotransmitter transport","6/100","243/28943",0.000203210563507235,0.00509873777527243,0.00358454359232857,"Lin7a/Mctp1/Mef2c/Sncaip/Adrb2/Prkcb",6,"HPPvsSTR","H3K27me3"
"GO:0034109","BP","GO:0034109","homotypic cell-cell adhesion","4/100","84/28943",0.000209398748737402,0.00520146491863706,0.00365676341216158,"Adrb2/Lyn/Il6/Ubash3b",4,"HPPvsSTR","H3K27me3"
"GO:0001779","BP","GO:0001779","natural killer cell differentiation","3/100","36/28943",0.000263016469199268,0.00641159410531003,0.00450751530668249,"Prdm1/Sp3/Mertk",3,"HPPvsSTR","H3K27me3"
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","6/100","255/28943",0.000263278018817078,0.00641159410531003,0.00450751530668249,"Lin7a/Mctp1/Mef2c/Sncaip/Adrb2/Prkcb",6,"HPPvsSTR","H3K27me3"
"GO:0032526","BP","GO:0032526","response to retinoic acid","4/100","91/28943",0.000284743022589876,0.00686700648653643,0.00482768190573944,"Creb1/Mef2c/Lyn/Abca1",4,"HPPvsSTR","H3K27me3"
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","5/100","168/28943",0.000299572784101848,0.00715518072797106,0.00503027579782354,"Mef2c/Nckap1l/Cd86/Lyn/Il6",5,"HPPvsSTR","H3K27me3"
"GO:0050869","BP","GO:0050869","negative regulation of B cell activation","3/100","38/28943",0.000309204288563778,0.0072511356778161,0.00509773459170138,"Samsn1/Bank1/Lyn",3,"HPPvsSTR","H3K27me3"
"GO:0043367","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","4/100","93/28943",0.000309428495108095,0.0072511356778161,0.00509773459170138,"Ly9/Nckap1l/Malt1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0035914","BP","GO:0035914","skeletal muscle cell differentiation","4/100","94/28943",0.000322329728462845,0.0074828695841281,0.00526064947879842,"Cited2/Hdac9/Mef2c/Hivep3",4,"HPPvsSTR","H3K27me3"
"GO:0042060","BP","GO:0042060","wound healing","7/100","380/28943",0.000357667098608076,0.00807685118970745,0.00567823380105291,"Adrb2/Tfpi/Mertk/Lyn/Il6/Arhgap24/Ubash3b",7,"HPPvsSTR","H3K27me3"
"GO:0050931","BP","GO:0050931","pigment cell differentiation","3/100","40/28943",0.000360321950984667,0.00807685118970745,0.00567823380105291,"Rab32/Mef2c/Zeb2",3,"HPPvsSTR","H3K27me3"
"GO:1904707","BP","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","3/100","40/28943",0.000360321950984667,0.00807685118970745,0.00567823380105291,"Calcrl/Jun/Hpgd",3,"HPPvsSTR","H3K27me3"
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","7/100","381/28943",0.00036334420586032,0.00807685118970745,0.00567823380105291,"Creb1/Adrb2/Tfpi/Mertk/Lyn/Il6/Ubash3b",7,"HPPvsSTR","H3K27me3"
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","6/100","271/28943",0.00036417364462449,0.00807685118970745,0.00567823380105291,"Creb1/Cited2/Mef2c/Nr3c1/Chd7/Akap13",6,"HPPvsSTR","H3K27me3"
"GO:0002335","BP","GO:0002335","mature B cell differentiation","3/100","41/28943",0.000387796278236895,0.0084498767994776,0.0059404803840721,"Malt1/Spi1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0043368","BP","GO:0043368","positive T cell selection","3/100","41/28943",0.000387796278236895,0.0084498767994776,0.0059404803840721,"Ly9/Dock2/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0050864","BP","GO:0050864","regulation of B cell activation","6/100","278/28943",0.000416844663924268,0.0090038447407642,0.00632993407277219,"Mef2c/Nckap1l/Samsn1/Bank1/Lyn/Il6",6,"HPPvsSTR","H3K27me3"
"GO:2000516","BP","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","3/100","43/28943",0.00044670680880867,0.00956568718173048,0.00672492373696537,"Nckap1l/Malt1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0051153","BP","GO:0051153","regulation of striated muscle cell differentiation","4/100","104/28943",0.000473374940914155,0.0100501141301774,0.00706548832187659,"Hdac9/Mef2c/Nr3c1/Rbm38",4,"HPPvsSTR","H3K27me3"
"GO:0001782","BP","GO:0001782","B cell homeostasis","3/100","44/28943",0.000478194441547449,0.0100663982441005,0.00707693647214289,"Mef2c/Nckap1l/Lyn",3,"HPPvsSTR","H3K27me3"
"GO:1903305","BP","GO:1903305","regulation of regulated secretory pathway","5/100","187/28943",0.000489146700208919,0.0102104235573021,0.00717818996591417,"Nckap1l/Adrb2/Spi1/Lyn/Prkcb",5,"HPPvsSTR","H3K27me3"
"GO:0045580","BP","GO:0045580","regulation of T cell differentiation","5/100","188/28943",0.000501150084453994,0.0103738067481977,0.00729305254481733,"Il1rl2/Prdm1/Nckap1l/Malt1/Il6",5,"HPPvsSTR","H3K27me3"
"GO:0032660","BP","GO:0032660","regulation of interleukin-17 production","3/100","45/28943",0.000511070763778291,0.0104917336960767,0.00737595821755707,"Ly9/Nckap1l/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0060297","BP","GO:0060297","regulation of sarcomere organization","2/100","10/28943",0.000522312710999714,0.0106346292960925,0.00747641749394759,"Mef2c/Akap13",2,"HPPvsSTR","H3K27me3"
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","4/100","109/28943",0.000565240604026573,0.0114151029300976,0.0080251105013272,"Calcrl/Jun/Il6/Hpgd",4,"HPPvsSTR","H3K27me3"
"GO:0072538","BP","GO:0072538","T-helper 17 type immune response","3/100","47/28943",0.000581088997840259,0.0116405247631871,0.00818358783885391,"Ly9/Malt1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0032620","BP","GO:0032620","interleukin-17 production","3/100","48/28943",0.000618279922439831,0.0122864586187243,0.00863769592696993,"Ly9/Nckap1l/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0071864","BP","GO:0071864","positive regulation of cell proliferation in bone marrow","2/100","11/28943",0.000636944044716033,0.0124838543715563,0.00877647021036182,"Mef2c/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0045639","BP","GO:0045639","positive regulation of myeloid cell differentiation","4/100","113/28943",0.000647338901262217,0.0124838543715563,0.00877647021036182,"Creb1/Trib1/Nckap1l/Jun",4,"HPPvsSTR","H3K27me3"
"GO:0055017","BP","GO:0055017","cardiac muscle tissue growth","4/100","113/28943",0.000647338901262217,0.0124838543715563,0.00877647021036182,"Cited2/Mef2c/Nr3c1/Akap13",4,"HPPvsSTR","H3K27me3"
"GO:0003205","BP","GO:0003205","cardiac chamber development","5/100","199/28943",0.000648316108667776,0.0124838543715563,0.00877647021036182,"Cited2/Prdm1/Mef2c/Chd7/Sall1",5,"HPPvsSTR","H3K27me3"
"GO:0021772","BP","GO:0021772","olfactory bulb development","3/100","49/28943",0.000656957566260926,0.0125529430353242,0.00882504131519738,"Dlx2/Chd7/Sall1",3,"HPPvsSTR","H3K27me3"
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","5/100","200/28943",0.000663139604486141,0.0125743418133097,0.0088400852056449,"Mylip/Rnf180/Trib1/Cbfa2t3/Msn",5,"HPPvsSTR","H3K27me3"
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","5/100","203/28943",0.00070913623519399,0.0132791103941215,0.0093355556165131,"Dock2/Psd4/Abca1/Arhgap24/Akap13",5,"HPPvsSTR","H3K27me3"
"GO:0060840","BP","GO:0060840","artery development","4/100","116/28943",0.000714215698662274,0.0132791103941215,0.0093355556165131,"Cited2/Prdm1/Chd7/Hpgd",4,"HPPvsSTR","H3K27me3"
"GO:0030195","BP","GO:0030195","negative regulation of blood coagulation","3/100","51/28943",0.000738867791960579,0.0132791103941215,0.0093355556165131,"Adrb2/Tfpi/Ubash3b",3,"HPPvsSTR","H3K27me3"
"GO:0045646","BP","GO:0045646","regulation of erythrocyte differentiation","3/100","51/28943",0.000738867791960579,0.0132791103941215,0.0093355556165131,"Nckap1l/Spi1/Lyn",3,"HPPvsSTR","H3K27me3"
"GO:1901652","BP","GO:1901652","response to peptide","7/100","430/28943",0.000743750010990031,0.0132791103941215,0.0093355556165131,"Creb1/Marcks/Nlrp1a/Hdac9/Lpin2/Adrb2/Prkcb",7,"HPPvsSTR","H3K27me3"
"GO:0038061","BP","GO:0038061","NIK/NF-kappaB signaling","4/100","118/28943",0.000761427022915084,0.0132791103941215,0.0093355556165131,"Rel/Cd86/Malt1/Spi1",4,"HPPvsSTR","H3K27me3"
"GO:0043301","BP","GO:0043301","negative regulation of leukocyte degranulation","2/100","12/28943",0.0007626113979586,0.0132791103941215,0.0093355556165131,"Nckap1l/Spi1",2,"HPPvsSTR","H3K27me3"
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","2/100","12/28943",0.0007626113979586,0.0132791103941215,0.0093355556165131,"Cited2/Jun",2,"HPPvsSTR","H3K27me3"
"GO:0140289","BP","GO:0140289","protein mono-ADP-ribosylation","2/100","12/28943",0.0007626113979586,0.0132791103941215,0.0093355556165131,"Parp8/Parp14",2,"HPPvsSTR","H3K27me3"
"GO:0007519","BP","GO:0007519","skeletal muscle tissue development","5/100","207/28943",0.000774129145502848,0.0132791103941215,0.0093355556165131,"Cited2/Hdac9/Mef2c/Adrb2/Hivep3",5,"HPPvsSTR","H3K27me3"
"GO:0021988","BP","GO:0021988","olfactory lobe development","3/100","52/28943",0.000782147037040283,0.0132791103941215,0.0093355556165131,"Dlx2/Chd7/Sall1",3,"HPPvsSTR","H3K27me3"
"GO:0046638","BP","GO:0046638","positive regulation of alpha-beta T cell differentiation","3/100","52/28943",0.000782147037040283,0.0132791103941215,0.0093355556165131,"Nckap1l/Malt1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:1900047","BP","GO:1900047","negative regulation of hemostasis","3/100","52/28943",0.000782147037040283,0.0132791103941215,0.0093355556165131,"Adrb2/Tfpi/Ubash3b",3,"HPPvsSTR","H3K27me3"
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","7/100","434/28943",0.000785097395176857,0.0132791103941215,0.0093355556165131,"Dock2/Psd4/Usp8/Abca1/Jun/Arhgap24/Akap13",7,"HPPvsSTR","H3K27me3"
"GO:0045666","BP","GO:0045666","positive regulation of neuron differentiation","4/100","119/28943",0.000785841074048255,0.0132791103941215,0.0093355556165131,"Mef2c/Dlx2/Il6/Sall1",4,"HPPvsSTR","H3K27me3"
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","4/100","119/28943",0.000785841074048255,0.0132791103941215,0.0093355556165131,"Prdm1/Nckap1l/Malt1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","5/100","209/28943",0.000808246043383326,0.0135654268362445,0.00953684342797254,"Nckap1l/Cd86/Adrb2/Spi1/Ubash3b",5,"HPPvsSTR","H3K27me3"
"GO:0043370","BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","3/100","53/28943",0.000827006331842748,0.0136267865542536,0.00957998088545927,"Nckap1l/Malt1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0050819","BP","GO:0050819","negative regulation of coagulation","3/100","53/28943",0.000827006331842748,0.0136267865542536,0.00957998088545927,"Adrb2/Tfpi/Ubash3b",3,"HPPvsSTR","H3K27me3"
"GO:0009410","BP","GO:0009410","response to xenobiotic stimulus","6/100","317/28943",0.000828359408088687,0.0136267865542536,0.00957998088545927,"Creb1/Mef2c/Nckap1l/Jun/Crot/Prkcb",6,"HPPvsSTR","H3K27me3"
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","6/100","320/28943",0.000869689169636248,0.0140889300830929,0.0099048796541449,"Dyrk2/Parp14/Samsn1/Bank1/Lyn/Il6",6,"HPPvsSTR","H3K27me3"
"GO:0021545","BP","GO:0021545","cranial nerve development","3/100","54/28943",0.000873468290175647,0.0140889300830929,0.0099048796541449,"Cited2/Chd7/Sall1",3,"HPPvsSTR","H3K27me3"
"GO:0048066","BP","GO:0048066","developmental pigmentation","3/100","54/28943",0.000873468290175647,0.0140889300830929,0.0099048796541449,"Rab32/Mef2c/Zeb2",3,"HPPvsSTR","H3K27me3"
"GO:0060419","BP","GO:0060419","heart growth","4/100","123/28943",0.000889045093964949,0.0141373979169764,0.00993895378602585,"Cited2/Mef2c/Nr3c1/Akap13",4,"HPPvsSTR","H3K27me3"
"GO:0018212","BP","GO:0018212","peptidyl-tyrosine modification","6/100","322/28943",0.000898114300960191,0.0141373979169764,0.00993895378602585,"Dyrk2/Parp14/Samsn1/Bank1/Lyn/Il6",6,"HPPvsSTR","H3K27me3"
"GO:0071863","BP","GO:0071863","regulation of cell proliferation in bone marrow","2/100","13/28943",0.000899238675878529,0.0141373979169764,0.00993895378602585,"Mef2c/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0072540","BP","GO:0072540","T-helper 17 cell lineage commitment","2/100","13/28943",0.000899238675878529,0.0141373979169764,0.00993895378602585,"Ly9/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0002286","BP","GO:0002286","T cell activation involved in immune response","4/100","124/28943",0.00091626706173453,0.0143061560938056,0.0100575951180708,"Ly9/Nckap1l/Malt1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0042531","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","3/100","55/28943",0.000921555242378189,0.0143061560938056,0.0100575951180708,"Parp14/Lyn/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","6/100","324/28943",0.000927250857931845,0.0143061560938056,0.0100575951180708,"Il1rl2/Cited2/Nckap1l/Cd86/Malt1/Il6",6,"HPPvsSTR","H3K27me3"
"GO:0035710","BP","GO:0035710","CD4-positive, alpha-beta T cell activation","4/100","125/28943",0.00094407102598977,0.0143869474144699,0.0101143934912304,"Ly9/Nckap1l/Malt1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0045582","BP","GO:0045582","positive regulation of T cell differentiation","4/100","125/28943",0.00094407102598977,0.0143869474144699,0.0101143934912304,"Il1rl2/Nckap1l/Malt1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","5/100","218/28943",0.000975840195985001,0.0147804088221143,0.0103910069649494,"Creb1/Mef2c/Nr3c1/Adrb2/Chd7",5,"HPPvsSTR","H3K27me3"
"GO:0060538","BP","GO:0060538","skeletal muscle organ development","5/100","219/28943",0.000995940007604609,0.0149934241144839,0.0105407621857483,"Cited2/Hdac9/Mef2c/Adrb2/Hivep3",5,"HPPvsSTR","H3K27me3"
"GO:0002762","BP","GO:0002762","negative regulation of myeloid leukocyte differentiation","3/100","57/28943",0.00102269204445094,0.0151170198762444,0.0106276531802226,"Trib1/Lyn/Ubash3b",3,"HPPvsSTR","H3K27me3"
"GO:0003279","BP","GO:0003279","cardiac septum development","4/100","128/28943",0.00103104297883843,0.0151170198762444,0.0106276531802226,"Cited2/Prdm1/Chd7/Sall1",4,"HPPvsSTR","H3K27me3"
"GO:0045619","BP","GO:0045619","regulation of lymphocyte differentiation","5/100","221/28943",0.00103706125133794,0.0151170198762444,0.0106276531802226,"Il1rl2/Prdm1/Nckap1l/Malt1/Il6",5,"HPPvsSTR","H3K27me3"
"GO:0002318","BP","GO:0002318","myeloid progenitor cell differentiation","2/100","14/28943",0.00104675016856442,0.0151170198762444,0.0106276531802226,"Sp3/Spi1",2,"HPPvsSTR","H3K27me3"
"GO:0048635","BP","GO:0048635","negative regulation of muscle organ development","2/100","14/28943",0.00104675016856442,0.0151170198762444,0.0106276531802226,"Hdac9/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0071838","BP","GO:0071838","cell proliferation in bone marrow","2/100","14/28943",0.00104675016856442,0.0151170198762444,0.0106276531802226,"Mef2c/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0090331","BP","GO:0090331","negative regulation of platelet aggregation","2/100","14/28943",0.00104675016856442,0.0151170198762444,0.0106276531802226,"Adrb2/Ubash3b",2,"HPPvsSTR","H3K27me3"
"GO:0002285","BP","GO:0002285","lymphocyte activation involved in immune response","5/100","222/28943",0.00105808851413468,0.0151924385497719,0.0106806744444748,"Ly9/Nckap1l/Malt1/Spi1/Il6",5,"HPPvsSTR","H3K27me3"
"GO:0045058","BP","GO:0045058","T cell selection","3/100","58/28943",0.00107578515568382,0.0153577604983829,0.0107969000198395,"Ly9/Dock2/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0051146","BP","GO:0051146","striated muscle cell differentiation","6/100","334/28943",0.00108402718651814,0.0153869916074918,0.0108174502402021,"Dock2/Hdac9/Mef2c/Nr3c1/Rbm38/Akap13",6,"HPPvsSTR","H3K27me3"
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","7/100","463/28943",0.00114221128701845,0.0161207547554196,0.0113333045763374,"Marcks/Prkch/Zeb2/Dlx2/Lyn/Chd7/Il6",7,"HPPvsSTR","H3K27me3"
"GO:0043300","BP","GO:0043300","regulation of leukocyte degranulation","3/100","61/28943",0.00124541711277981,0.0174780571081641,0.0122875229860345,"Nckap1l/Spi1/Lyn",3,"HPPvsSTR","H3K27me3"
"GO:0014013","BP","GO:0014013","regulation of gliogenesis","4/100","135/28943",0.00125561799362334,0.0175222196413504,0.0123185703809646,"Prkch/Dlx2/Lyn/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0032731","BP","GO:0032731","positive regulation of interleukin-1 beta production","3/100","62/28943",0.00130548087931033,0.018116282146407,0.0127362115776291,"Nlrp1a/Malt1/Il6",3,"HPPvsSTR","H3K27me3"
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","6/100","347/28943",0.00131739948140812,0.018180112843432,0.0127810861968191,"Marcks/Trib1/Adrb2/Zeb2/Lyn/Akap13",6,"HPPvsSTR","H3K27me3"
"GO:0001889","BP","GO:0001889","liver development","4/100","137/28943",0.00132559173306768,0.0181920987013266,0.0127895125627175,"Cited2/Sp3/Jun/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0001771","BP","GO:0001771","immunological synapse formation","2/100","16/28943",0.00137412487303428,0.0185506857859628,0.0130416084917842,"Dock2/Msn",2,"HPPvsSTR","H3K27me3"
"GO:0002467","BP","GO:0002467","germinal center formation","2/100","16/28943",0.00137412487303428,0.0185506857859628,0.0130416084917842,"Mef2c/Klhl6",2,"HPPvsSTR","H3K27me3"
"GO:0035729","BP","GO:0035729","cellular response to hepatocyte growth factor stimulus","2/100","16/28943",0.00137412487303428,0.0185506857859628,0.0130416084917842,"Creb1/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","5/100","236/28943",0.00138688895718051,0.0186217955115481,0.0130916004549785,"Dock2/Psd4/Abca1/Arhgap24/Akap13",5,"HPPvsSTR","H3K27me3"
"GO:0045621","BP","GO:0045621","positive regulation of lymphocyte differentiation","4/100","140/28943",0.00143559708306402,0.0190696425365295,0.0134064484143158,"Il1rl2/Nckap1l/Malt1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0061008","BP","GO:0061008","hepaticobiliary system development","4/100","140/28943",0.00143559708306402,0.0190696425365295,0.0134064484143158,"Cited2/Sp3/Jun/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0048732","BP","GO:0048732","gland development","7/100","483/28943",0.00145516326352999,0.0192267316308963,0.013516886081726,"Creb1/Cited2/Nr3c1/Sp3/Jun/Il6/Msn",7,"HPPvsSTR","H3K27me3"
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","5/100","239/28943",0.00146616114306516,0.0192695464517135,0.0135469860002512,"Mef2c/Nckap1l/Samsn1/Malt1/Il6",5,"HPPvsSTR","H3K27me3"
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","6/100","355/28943",0.0014789979424811,0.0193359520480161,0.0135936708397571,"Mylip/Rnf180/Trib1/Usp8/Cbfa2t3/Msn",6,"HPPvsSTR","H3K27me3"
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/100","486/28943",0.001507375291816,0.0196037708108426,0.013781954307648,"Ly9/Mef2c/Nckap1l/Klhl6/Malt1/Bach2/Il6",7,"HPPvsSTR","H3K27me3"
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","6/100","357/28943",0.00152166291789537,0.0196865140002714,0.0138401248946734,"Nlrp1a/Rnf180/Trib1/Malt1/Lyn/Cbfa2t3",6,"HPPvsSTR","H3K27me3"
"GO:0035270","BP","GO:0035270","endocrine system development","4/100","143/28943",0.00155181843901707,0.0196925256054725,0.0138443512075086,"Creb1/Cited2/Nr3c1/Il6",4,"HPPvsSTR","H3K27me3"
"GO:0002295","BP","GO:0002295","T-helper cell lineage commitment","2/100","17/28943",0.00155383857434485,0.0196925256054725,0.0138443512075086,"Ly9/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0030540","BP","GO:0030540","female genitalia development","2/100","17/28943",0.00155383857434485,0.0196925256054725,0.0138443512075086,"Mertk/Chd7",2,"HPPvsSTR","H3K27me3"
"GO:0035728","BP","GO:0035728","response to hepatocyte growth factor","2/100","17/28943",0.00155383857434485,0.0196925256054725,0.0138443512075086,"Creb1/Il6",2,"HPPvsSTR","H3K27me3"
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","6/100","363/28943",0.00165530634468913,0.0208719845695828,0.0146735411479523,"Marcks/Cd86/Adrb2/Malt1/Zeb2/Akap13",6,"HPPvsSTR","H3K27me3"
